ID	lineage	domain	phylum	class	order	family	genus	species
A0A3D3DRD3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
A0A326QM00	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Prochlorococcaceae;g__Cyanobium;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Prochlorococcaceae	g__Cyanobium	s__
A0A5C5WT79	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Rubripirellula	s__
A0A3A4W4W9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A7C7X0I2	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
A0A3D2TM79	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
A0A2D6STG0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
K9Z2X3	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Chroococcales;f__Geminocystaceae;g__Cyanobacterium;s__Cyanobacteriumaponinum	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Chroococcales	f__Geminocystaceae	g__Cyanobacterium	s__Cyanobacteriumaponinum
A0A5C6CQ14	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Novipirellula;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Novipirellula	s__
A0A7W1RXN2	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A6P6EH82	d__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Octodontidae;g__Octodon;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Rodentia	f__Octodontidae	g__Octodon	s__
A0A667Y0L1	d__Eukaryota;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Myripristis;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Holocentriformes	f__Holocentridae	g__Myripristis	s__
A0A7S2K4X9	d__Eukaryota;p__Bacillariophyta;c__Coscinodiscophyceae;o__Leptocylindrales;f__Leptocylindraceae;g__Leptocylindrus;s__	d__Eukaryota	p__Bacillariophyta	c__Coscinodiscophyceae	o__Leptocylindrales	f__Leptocylindraceae	g__Leptocylindrus	s__
A0A450W7U1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__CandidatusKentron;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__CandidatusKentron	s__
A0A7Y3M7M8	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__	g__	s__
A0A2S7U029	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Rubritaleaceae;g__Rubritalea;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Rubritaleaceae	g__Rubritalea	s__
A0A7Y1UK49	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Akkermansiaceae	g__	s__
A0A7V2G5E0	d__Bacteria;p__Verrucomicrobiota;c__Spartobacteria;o__Chthoniobacterales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Spartobacteria	o__Chthoniobacterales	f__	g__	s__
A0A2E7EPK8	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
A0A517N6D1	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Rubripirellula	s__
A0A1M3LZX8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Magnetospirillum	s__
A0A2E1RNQ4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
A0A2E3EHA9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
A0A2D8Z4Q0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
A0A7W1G3T7	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A2E5EHS3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
A0A2C9JPU4	d__Eukaryota;p__Mollusca;c__Gastropoda;o__;f__Planorbidae;g__Biomphalaria;s__	d__Eukaryota	p__Mollusca	c__Gastropoda	o__	f__Planorbidae	g__Biomphalaria	s__
A0A7R9Y1N5	d__Eukaryota;p__Prasinodermophyta;c__Prasinodermophyceae;o__Prasinodermales;f__Prasinodermaceae;g__Prasinoderma;s__	d__Eukaryota	p__Prasinodermophyta	c__Prasinodermophyceae	o__Prasinodermales	f__Prasinodermaceae	g__Prasinoderma	s__
A0A150G8X1	d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Volvocaceae;g__Gonium;s__	d__Eukaryota	p__Chlorophyta	c__Chlorophyceae	o__Chlamydomonadales	f__Volvocaceae	g__Gonium	s__
A0A2D5VZ89	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__;g__Pedosphaera;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Limisphaerales	f__	g__Pedosphaera	s__
B1ZQB1	d__Bacteria;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;g__Opitutus;s__Opitutusterrae	d__Bacteria	p__Verrucomicrobiota	c__Opitutia	o__Opitutales	f__Opitutaceae	g__Opitutus	s__Opitutusterrae
A0A848WXC5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
E3TE24	d__Eukaryota;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ictaluridae;g__Ictalurus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Siluriformes	f__Ictaluridae	g__Ictalurus	s__
A0A6P6JLF6	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Carassius;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cypriniformes	f__Cyprinidae	g__Carassius	s__
A0A3P8VRZ3	d__Eukaryota;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Cynoglossidae;g__Cynoglossus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Pleuronectiformes	f__Cynoglossidae	g__Cynoglossus	s__
W5N1D6	d__Eukaryota;p__Chordata;c__Actinopteri;o__Semionotiformes;f__Lepisosteidae;g__Lepisosteus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Semionotiformes	f__Lepisosteidae	g__Lepisosteus	s__
A0A0P7U6M3	d__Eukaryota;p__Chordata;c__Actinopteri;o__Osteoglossiformes;f__Osteoglossidae;g__Scleropages;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Osteoglossiformes	f__Osteoglossidae	g__Scleropages	s__
A0A1X7VQ68	d__Eukaryota;p__Porifera;c__Demospongiae;o__Haplosclerida;f__Niphatidae;g__Amphimedon;s__	d__Eukaryota	p__Porifera	c__Demospongiae	o__Haplosclerida	f__Niphatidae	g__Amphimedon	s__
A0A6A7G6H7	d__Eukaryota;p__Arthropoda;c__Malacostraca;o__Amphipoda;f__Lysianassidae;g__Hirondellea;s__	d__Eukaryota	p__Arthropoda	c__Malacostraca	o__Amphipoda	f__Lysianassidae	g__Hirondellea	s__
A0A1Z7YKW6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A1G1LHS9	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
A0A543AYV7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Glycomycetales;f__Glycomycetaceae;g__Stackebrandtia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Glycomycetales	f__Glycomycetaceae	g__Stackebrandtia	s__
A0L7I6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;s__Magnetococcusmarinus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Magnetococcales	f__Magnetococcaceae	g__Magnetococcus	s__Magnetococcusmarinus
M5U404	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Rhodopirellulasallentina	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellulasallentina
H2MC82	d__Eukaryota;p__Chordata;c__Actinopteri;o__Beloniformes;f__Adrianichthyidae;g__Oryzias;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Beloniformes	f__Adrianichthyidae	g__Oryzias	s__
A0A3Q3BG46	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Rivulidae;g__Kryptolebias;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cyprinodontiformes	f__Rivulidae	g__Kryptolebias	s__
A0A3Q1JB73	d__Eukaryota;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Anabantidae;g__Anabas;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Anabantiformes	f__Anabantidae	g__Anabas	s__
A0A091K7D9	d__Eukaryota;p__Chordata;c__Aves;o__Coliiformes;f__Coliidae;g__Colius;s__	d__Eukaryota	p__Chordata	c__Aves	o__Coliiformes	f__Coliidae	g__Colius	s__
A0A1A7ZMC4	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Nothobranchiidae;g__Nothobranchius;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cyprinodontiformes	f__Nothobranchiidae	g__Nothobranchius	s__
A0A452H601	d__Eukaryota;p__Chordata;c__;o__Testudines;f__Testudinidae;g__Gopherus;s__	d__Eukaryota	p__Chordata	c__	o__Testudines	f__Testudinidae	g__Gopherus	s__
A0A6I9PQS4	d__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Nototheniidae;g__Notothenia;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Perciformes	f__Nototheniidae	g__Notothenia	s__
A0A7S1QQU5	d__Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Neobodonida;f__;g__Neobodo;s__	d__Eukaryota	p__Euglenozoa	c__Kinetoplastea	o__Neobodonida	f__	g__Neobodo	s__
A0A340YGD3	d__Eukaryota;p__Chordata;c__Mammalia;o__Artiodactyla;f__Lipotidae;g__Lipotes;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Lipotidae	g__Lipotes	s__
A0A699YC31	d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Haematococcaceae;g__Haematococcus;s__	d__Eukaryota	p__Chlorophyta	c__Chlorophyceae	o__Chlamydomonadales	f__Haematococcaceae	g__Haematococcus	s__
A0A3L7V2Y3	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A2E5X2K4	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
S3UWU5	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospirafainei	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospirafainei
A0A3B5BFH6	d__Eukaryota;p__Chordata;c__Actinopteri;o__;f__Pomacentridae;g__Stegastes;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__	f__Pomacentridae	g__Stegastes	s__
A0A6G1PAR3	d__Eukaryota;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Channidae;g__Channa;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Anabantiformes	f__Channidae	g__Channa	s__
A0A3Q3EYQ5	d__Eukaryota;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Labrus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Labriformes	f__Labridae	g__Labrus	s__
A0A3B4VFS9	d__Eukaryota;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Seriola;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Carangiformes	f__Carangidae	g__Seriola	s__
A0A674NEF5	d__Eukaryota;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Takifugu;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Tetraodontiformes	f__Tetraodontidae	g__Takifugu	s__
A0A6J2VYV5	d__Eukaryota;p__Chordata;c__Actinopteri;o__Gonorynchiformes;f__Chanidae;g__Chanos;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Gonorynchiformes	f__Chanidae	g__Chanos	s__
A0A2I4BD33	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Rivulidae;g__Austrofundulus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cyprinodontiformes	f__Rivulidae	g__Austrofundulus	s__
A0A3Q2UR17	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Fundulidae;g__Fundulus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cyprinodontiformes	f__Fundulidae	g__Fundulus	s__
A0A1A7WVD2	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Nothobranchiidae;g__Iconisemion;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cyprinodontiformes	f__Nothobranchiidae	g__Iconisemion	s__
A0A6P7HJ89	d__Eukaryota;p__Chordata;c__Actinopteri;o__;f__Ambassidae;g__Parambassis;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__	f__Ambassidae	g__Parambassis	s__
A0A4W4FSD6	d__Eukaryota;p__Chordata;c__Actinopteri;o__Gymnotiformes;f__Gymnotidae;g__Electrophorus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Gymnotiformes	f__Gymnotidae	g__Electrophorus	s__
A0A3Q1DFJ5	d__Eukaryota;p__Chordata;c__Actinopteri;o__;f__Pomacentridae;g__Amphiprion;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__	f__Pomacentridae	g__Amphiprion	s__
A0A671TYC6	d__Eukaryota;p__Chordata;c__Actinopteri;o__Spariformes;f__Sparidae;g__Sparus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Spariformes	f__Sparidae	g__Sparus	s__
A0A3Q0REU3	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Amphilophus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cichliformes	f__Cichlidae	g__Amphilophus	s__
A0A4Z2I094	d__Eukaryota;p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Liparis;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Perciformes	f__Liparidae	g__Liparis	s__
A0A3A6TQ09	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Parashewanella;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Parashewanella	s__
A0A7W0S9V1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__;f__;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__	f__	g__	s__
A0A2A5A9Q9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A1Q4DPQ8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__
Q29R95	d__Eukaryota;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Danio;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Cypriniformes	f__Danionidae	g__Danio	s__
A0A6P7M704	d__Eukaryota;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Osphronemidae;g__Betta;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Anabantiformes	f__Osphronemidae	g__Betta	s__
A0A6P3VJ14	d__Eukaryota;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Clupeiformes	f__Clupeidae	g__Clupea	s__
Q91WU5	d__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Rodentia	f__Muridae	g__Mus	s__
A0A7R9US72	d__Eukaryota;p__Haptophyta;c__;o__Pavlovales;f__Pavlovaceae;g__Diacronema;s__	d__Eukaryota	p__Haptophyta	c__	o__Pavlovales	f__Pavlovaceae	g__Diacronema	s__
A0A350I008	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__	g__	s__
A0A2E9ZM40	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
M5T672	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__
A0A2A5CJK4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A2G2LKP6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Methylophaga	s__
A0A661DCW0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A6J4FRK1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Magnetospirillum	s__
A0A358AEE7	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
A0A3L7Q2G8	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A3B1IS31	d__Eukaryota;p__Chordata;c__Actinopteri;o__Characiformes;f__Characidae;g__Astyanax;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Characiformes	f__Characidae	g__Astyanax	s__
A0A673CB90	d__Eukaryota;p__Chordata;c__Actinopteri;o__Kurtiformes;f__Apogonidae;g__Sphaeramia;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Kurtiformes	f__Apogonidae	g__Sphaeramia	s__
A0A3B4BW02	d__Eukaryota;p__Chordata;c__Actinopteri;o__Characiformes;f__Serrasalmidae;g__Pygocentrus;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Characiformes	f__Serrasalmidae	g__Pygocentrus	s__
A0A672G3X6	d__Eukaryota;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Salarias;s__	d__Eukaryota	p__Chordata	c__Actinopteri	o__Blenniiformes	f__Blenniidae	g__Salarias	s__
Q8VHT6	d__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Rodentia	f__Muridae	g__Rattus	s__
Q6NE88	d__Eukaryota;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora;s__	d__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora	s__
A0A0G4FAB4	d__Eukaryota;p__;c__;o__;f__Chromeraceae;g__Chromera;s__Chromeravelia	d__Eukaryota	p__	c__	o__	f__Chromeraceae	g__Chromera	s__Chromeravelia
A0A2Y9D9G0	d__Eukaryota;p__Chordata;c__Mammalia;o__Sirenia;f__Trichechidae;g__Trichechus;s__Trichechusmanatus	d__Eukaryota	p__Chordata	c__Mammalia	o__Sirenia	f__Trichechidae	g__Trichechus	s__Trichechusmanatus
G1SDQ1	d__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Lagomorpha	f__Leporidae	g__Oryctolagus	s__
A0A1S3A7N8	d__Eukaryota;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Erinaceidae;g__Erinaceus;s__	d__Eukaryota	p__Chordata	c__Mammalia	o__Eulipotyphla	f__Erinaceidae	g__Erinaceus	s__
A0A7S0GUX2	d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales;f__Mamiellaceae;g__Micromonas;s__	d__Eukaryota	p__Chlorophyta	c__Mamiellophyceae	o__Mamiellales	f__Mamiellaceae	g__Micromonas	s__
A0A7S2TFB4	d__Eukaryota;p__Cercozoa;c__Chlorarachniophyceae;o__;f__;g__Lotharella;s__	d__Eukaryota	p__Cercozoa	c__Chlorarachniophyceae	o__	f__	g__Lotharella	s__
A0A496X2X4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A257SP64	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__	g__	s__
A0A7R7AGH8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloprofundus;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methyloprofundus	s__
A0A7C1U225	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__	g__	s__
A0A7V2SLH3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__	g__	s__
A0A532EE34	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
A0A545SAY9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Halothiobacillaceae	g__	s__
A0A6I9LRT4	d__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Peromyscus;s__Peromyscusmaniculatus	d__Eukaryota	p__Chordata	c__Mammalia	o__Rodentia	f__Cricetidae	g__Peromyscus	s__Peromyscusmaniculatus
A0A7V2SKR6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__	g__	s__
A0A093R640	d__Eukaryota;p__Chordata;c__Aves;o__Sphenisciformes;f__Spheniscidae;g__Pygoscelis;s__	d__Eukaryota	p__Chordata	c__Aves	o__Sphenisciformes	f__Spheniscidae	g__Pygoscelis	s__
A0A1S3JJA0	d__Eukaryota;p__Brachiopoda;c__Lingulata;o__Lingulida;f__Lingulidae;g__Lingula;s__	d__Eukaryota	p__Brachiopoda	c__Lingulata	o__Lingulida	f__Lingulidae	g__Lingula	s__
A0A2T7PF33	d__Eukaryota;p__Mollusca;c__Gastropoda;o__Architaenioglossa;f__Ampullariidae;g__Pomacea;s__	d__Eukaryota	p__Mollusca	c__Gastropoda	o__Architaenioglossa	f__Ampullariidae	g__Pomacea	s__
M2XIU8	d__Eukaryota;p__Rhodophyta;c__Bangiophyceae;o__Galdieriales;f__Galdieriaceae;g__Galdieria;s__	d__Eukaryota	p__Rhodophyta	c__Bangiophyceae	o__Galdieriales	f__Galdieriaceae	g__Galdieria	s__
